baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_gene_id,alternative_gene_name,comparison_status,baseline_variant_count,alternative_variant_count,exact_shared_variant_count,target_only_variant_count,accepted_match_count,rejected_match_count,target_reference_match_count,callable_no_candidate_count,target_not_callable_count,unresolved_projection_count,burden_explanation
GCF_000005845.2,b0219,yafV,GCF_003697165.2,EAS44_RS19380,yafV,comparable,1,11,0,11,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0220,ivy,GCF_003697165.2,EAS44_RS19375,ivy,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0221,fadE,GCF_003697165.2,EAS44_RS19370,fadE,comparable,9,71,0,71,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b0222,gmhA,GCF_003697165.2,EAS44_RS19365,lpcA,comparable,1,14,0,14,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0223,yafJ,GCF_003697165.2,EAS44_RS19360,yafJ,comparable,13,15,0,15,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b0224,dpaA,GCF_003697165.2,EAS44_RS19355,dpaA,comparable,13,11,0,11,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b0227,yafL,GCF_003697165.2,EAS44_RS19350,yafL,comparable,40,32,0,32,0,0,0,0,0,40,unresolved_liftover
GCF_000005845.2,b0231,dinB,GCF_003697165.2,EAS44_RS19330,dinB,comparable,26,50,0,50,0,0,0,0,0,26,unresolved_liftover
GCF_000005845.2,b0232,yafN,GCF_003697165.2,EAS44_RS19325,yafN,comparable,3,8,0,8,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0234,yafP,GCF_003697165.2,EAS44_RS19315,yafP,comparable,16,23,0,23,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b0237,pepD,GCF_003697165.2,EAS44_RS19300,pepD,comparable,28,49,0,49,0,0,0,0,0,28,unresolved_liftover
GCF_000005845.2,b0238,gpt,GCF_003697165.2,EAS44_RS19295,gpt,comparable,1,6,0,6,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0239,frsA,GCF_003697165.2,EAS44_RS19290,frsA,comparable,16,26,0,26,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b0241,phoE,GCF_003697165.2,EAS44_RS19280,phoE,comparable,12,22,0,22,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b0242,proB,GCF_003697165.2,EAS44_RS19275,proB,comparable,4,27,0,27,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b0243,proA,GCF_003697165.2,EAS44_RS19270,proA,comparable,16,52,0,52,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b0287,yagU,GCF_003697165.2,EAS44_RS19230,yagU,comparable,9,36,0,36,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b0288,ykgJ,GCF_003697165.2,EAS44_RS19220,ykgJ,comparable,1,11,0,11,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0289,ecpE,GCF_003697165.2,EAS44_RS19215,ecpE,comparable,7,21,0,21,0,0,0,0,0,7,unresolved_liftover
GCF_000005845.2,b0290,ecpD,GCF_003697165.2,EAS44_RS19210,ecpD,comparable,12,24,0,24,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b0291,ecpC,GCF_003697165.2,EAS44_RS19205,ecpC,comparable,32,59,0,59,0,0,0,0,0,32,unresolved_liftover
GCF_000005845.2,b0292,ecpB,GCF_003697165.2,EAS44_RS19200,ecpB,comparable,10,8,0,8,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b0293,ecpA,GCF_003697165.2,EAS44_RS19195,ecpA,comparable,1,13,0,13,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0294,matA,GCF_003697165.2,EAS44_RS19190,ecpR,comparable,0,16,0,16,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4506,ykgO,GCF_003697165.2,EAS44_RS19175,ykgO,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0296,ykgM,GCF_003697165.2,EAS44_RS19170,ykgM,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4671,ykgR,GCF_003697165.2,EAS44_RS19165,ykgR,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0301,rclC,GCF_003697165.2,EAS44_RS19110,rclC,comparable,1,9,0,9,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0303,rclB,GCF_003697165.2,EAS44_RS19105,rclB,comparable,3,7,0,7,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0304,rclA,GCF_003697165.2,EAS44_RS19100,rclA,comparable,1,26,0,26,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0305,rclR,GCF_003697165.2,EAS44_RS19095,rclR,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0306,ykgE,GCF_003697165.2,EAS44_RS19090,ykgE,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0307,ykgF,GCF_003697165.2,EAS44_RS19085,ykgF,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0308,ykgG,GCF_003697165.2,EAS44_RS19080,ykgG,comparable,0,31,0,31,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0311,betA,GCF_003697165.2,EAS44_RS19040,betA,comparable,14,61,0,61,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b0312,betB,GCF_003697165.2,EAS44_RS19035,betB,comparable,19,41,0,41,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b0313,betI,GCF_003697165.2,EAS44_RS19030,betI,comparable,18,13,0,13,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b0314,betT,GCF_003697165.2,EAS44_RS19025,betT,comparable,19,44,0,44,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b0316,yahB,GCF_003697165.2,EAS44_RS19015,yahB,comparable,3,37,0,37,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0317,yahC,GCF_003697165.2,EAS44_RS19010,yahC,comparable,5,18,0,18,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b0318,yahD,GCF_003697165.2,EAS44_RS19005,yahD,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0319,yahE,GCF_003697165.2,EAS44_RS19000,yahE,comparable,22,33,0,33,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b0320,yahF,GCF_003697165.2,EAS44_RS18995,fdrA,comparable,47,60,0,60,0,0,0,0,0,47,unresolved_liftover
GCF_000005845.2,b0321,yahG,GCF_003697165.2,EAS44_RS18990,yahG,comparable,17,63,0,63,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b0323,yahI,GCF_003697165.2,EAS44_RS18985,yahI,comparable,2,45,0,45,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b0324,yahJ,GCF_003697165.2,EAS44_RS18980,yahJ,comparable,6,63,0,63,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b0328,yahN,GCF_003697165.2,EAS44_RS18940,yahN,comparable,3,10,0,10,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0329,yahO,GCF_003697165.2,EAS44_RS18935,yahO,comparable,4,10,0,10,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b0330,prpR,GCF_003697165.2,EAS44_RS18930,prpR,comparable,46,43,0,43,0,0,0,0,0,46,unresolved_liftover
GCF_000005845.2,b0331,prpB,GCF_003697165.2,EAS44_RS18925,prpB,comparable,0,29,0,29,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0333,prpC,GCF_003697165.2,EAS44_RS18920,prpC,comparable,18,41,0,41,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b0334,prpD,GCF_003697165.2,EAS44_RS18915,prpD,comparable,3,38,0,38,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0335,prpE,GCF_003697165.2,EAS44_RS18910,prpE,comparable,13,60,0,60,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b0336,codB,GCF_003697165.2,EAS44_RS18905,codB,comparable,0,28,0,28,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0337,codA,GCF_003697165.2,EAS44_RS18900,codA,comparable,0,36,0,36,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0343,lacY,GCF_003697165.2,EAS44_RS18890,lacY,comparable,3,15,0,15,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0345,lacI,GCF_003697165.2,EAS44_RS18880,lacI,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0354,yaiL,GCF_003697165.2,EAS44_RS18870,yaiL,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0355,frmB,GCF_003697165.2,EAS44_RS18865,fghA,comparable,4,11,0,11,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b0356,frmA,GCF_003697165.2,EAS44_RS18860,frmA,comparable,19,25,0,25,0,0,0,0,0,19,unresolved_liftover
GCF_000005845.2,b0358,yaiO,GCF_003697165.2,EAS44_RS18850,yaiO,comparable,4,16,0,16,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b0365,tauA,GCF_003697165.2,EAS44_RS18830,tauA,comparable,16,34,0,34,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b0366,tauB,GCF_003697165.2,EAS44_RS18825,tauB,comparable,20,38,0,38,0,0,0,0,0,20,unresolved_liftover
GCF_000005845.2,b0367,tauC,GCF_003697165.2,EAS44_RS18820,tauC,comparable,41,15,0,15,0,0,0,0,0,41,unresolved_liftover
GCF_000005845.2,b0368,tauD,GCF_003697165.2,EAS44_RS18815,tauD,comparable,22,40,0,40,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b0369,hemB,GCF_003697165.2,EAS44_RS18810,hemB,comparable,18,16,0,16,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b0375,iprA,GCF_003697165.2,EAS44_RS18800,iprA,comparable,1,18,1,17,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0376,ampH,GCF_003697165.2,EAS44_RS18795,ampH,comparable,9,32,6,26,6,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0377,sbmA,GCF_003697165.2,EAS44_RS18790,sbmA,comparable,10,24,7,17,7,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0378,yaiW,GCF_003697165.2,EAS44_RS18785,yaiW,comparable,12,17,6,11,6,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b0379,yaiY,GCF_003697165.2,EAS44_RS18780,yaiY,comparable,1,6,1,5,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0380,yaiZ,GCF_003697165.2,EAS44_RS18775,yaiZ,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b0381,ddlA,GCF_003697165.2,EAS44_RS18770,ddlA,comparable,13,20,4,16,4,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b0382,iraP,GCF_003697165.2,EAS44_RS18765,iraP,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0383,phoA,GCF_003697165.2,EAS44_RS18760,phoA,comparable,36,41,23,18,23,0,13,0,0,0,partially_shared_variants
GCF_000005845.2,b0384,psiF,GCF_003697165.2,EAS44_RS18755,psiF,comparable,7,8,4,4,4,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0385,dgcC,GCF_003697165.2,EAS44_RS18750,adrA,comparable,9,18,1,17,1,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b0386,proC,GCF_003697165.2,EAS44_RS18745,proC,comparable,4,16,3,13,3,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b0387,yaiI,GCF_003697165.2,EAS44_RS18740,yaiI,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0388,aroL,GCF_003697165.2,EAS44_RS18735,aroL,comparable,1,6,1,5,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0389,yaiA,GCF_003697165.2,EAS44_RS18730,yaiA,comparable,1,2,1,1,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0390,aroM,GCF_003697165.2,EAS44_RS18725,aroM,comparable,5,27,3,24,3,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b0391,ppnP,GCF_003697165.2,EAS44_RS18720,ppnP,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4732,ykiD,GCF_003697165.2,EAS44_RS18710,EAS44_RS18710,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0393,rdgC,GCF_003697165.2,EAS44_RS18705,rdgC,comparable,0,14,0,14,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0394,mak,GCF_003697165.2,EAS44_RS18700,mak,comparable,0,26,0,26,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0396,araJ,GCF_003697165.2,EAS44_RS18695,araJ,comparable,1,35,1,34,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0397,sbcC,GCF_003697165.2,EAS44_RS18690,sbcC,comparable,11,102,4,98,4,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0398,sbcD,GCF_003697165.2,EAS44_RS18685,sbcD,comparable,13,33,8,25,8,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b0399,phoB,GCF_003697165.2,EAS44_RS18680,phoB,comparable,5,16,2,14,2,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0400,phoR,GCF_003697165.2,EAS44_RS18675,phoR,comparable,14,24,9,15,9,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b0401,brnQ,GCF_003697165.2,EAS44_RS18670,brnQ,comparable,3,26,2,24,2,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b0402,proY,GCF_003697165.2,EAS44_RS18665,proY,comparable,3,21,2,19,2,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b0403,malZ,GCF_003697165.2,EAS44_RS18660,malZ,comparable,10,60,7,53,7,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0404,acpH,GCF_003697165.2,EAS44_RS18655,acpH,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0405,queA,GCF_003697165.2,EAS44_RS18650,queA,comparable,0,28,0,28,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0406,tgt,GCF_003697165.2,EAS44_RS18645,tgt,comparable,1,17,0,17,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b0407,yajC,GCF_003697165.2,EAS44_RS18640,yajC,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0408,secD,GCF_003697165.2,EAS44_RS18635,secD,comparable,0,29,0,29,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0409,secF,GCF_003697165.2,EAS44_RS18630,secF,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0410,yajD,GCF_003697165.2,EAS44_RS18625,yajD,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0412,yajI,GCF_003697165.2,EAS44_RS18615,yajI,comparable,7,18,3,15,3,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b0413,nrdR,GCF_003697165.2,EAS44_RS18610,nrdR,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0414,ribD,GCF_003697165.2,EAS44_RS18605,ribD,comparable,4,46,3,43,3,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b0415,ribE,GCF_003697165.2,EAS44_RS18600,ribE,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0416,nusB,GCF_003697165.2,EAS44_RS18595,nusB,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0417,thiL,GCF_003697165.2,EAS44_RS18590,thiL,comparable,7,10,3,7,3,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b0418,pgpA,GCF_003697165.2,EAS44_RS18585,pgpA,comparable,14,24,10,14,10,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b0419,yajO,GCF_003697165.2,EAS44_RS18580,yajO,comparable,35,40,15,25,15,0,20,0,0,0,partially_shared_variants
GCF_000005845.2,b0420,dxs,GCF_003697165.2,EAS44_RS18575,dxs,comparable,29,54,16,38,16,0,13,0,0,0,partially_shared_variants
GCF_000005845.2,b0421,ispA,GCF_003697165.2,EAS44_RS18570,ispA,comparable,15,14,6,8,6,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b0422,xseB,GCF_003697165.2,EAS44_RS18565,xseB,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0423,thiI,GCF_003697165.2,EAS44_RS18560,thiI,comparable,27,45,22,23,22,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b0424,yajL,GCF_003697165.2,EAS44_RS18555,yajL,comparable,16,17,9,8,9,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0425,panE,GCF_003697165.2,EAS44_RS18550,panE,comparable,19,23,12,11,12,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0426,yajQ,GCF_003697165.2,EAS44_RS18545,yajQ,comparable,10,13,6,7,6,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b0427,yajR,GCF_003697165.2,EAS44_RS18540,yajR,comparable,25,36,13,23,13,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b0428,cyoE,GCF_003697165.2,EAS44_RS18535,cyoE,comparable,9,26,6,20,6,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0429,cyoD,GCF_003697165.2,EAS44_RS18530,cyoD,comparable,1,16,0,16,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b0430,cyoC,GCF_003697165.2,EAS44_RS18525,cyoC,comparable,5,9,4,5,4,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b0431,cyoB,GCF_003697165.2,EAS44_RS18520,cyoB,comparable,13,23,10,13,10,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0432,cyoA,GCF_003697165.2,EAS44_RS18515,cyoA,comparable,11,10,6,4,6,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b0433,ampG,GCF_003697165.2,EAS44_RS18510,ampG,comparable,24,35,12,23,12,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b0434,yajG,GCF_003697165.2,EAS44_RS18505,yajG,comparable,1,5,1,4,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0435,bolA,GCF_003697165.2,EAS44_RS18500,bolA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b0436,tig,GCF_003697165.2,EAS44_RS18495,tig,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0437,clpP,GCF_003697165.2,EAS44_RS18490,clpP,comparable,1,11,1,10,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0438,clpX,GCF_003697165.2,EAS44_RS18485,clpX,comparable,0,27,0,27,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0439,lon,GCF_003697165.2,EAS44_RS18480,lon,comparable,4,28,2,26,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b0440,hupB,GCF_003697165.2,EAS44_RS18475,hupB,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b0441,ppiD,GCF_003697165.2,EAS44_RS18470,ppiD,comparable,4,21,3,18,3,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b0442,ybaV,GCF_003697165.2,EAS44_RS18465,ybaV,comparable,9,6,5,1,5,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b0443,fadM,GCF_003697165.2,EAS44_RS18460,fadM,comparable,1,9,0,9,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b0444,queC,GCF_003697165.2,EAS44_RS18455,queC,comparable,14,15,7,8,7,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0445,ybaE,GCF_003697165.2,EAS44_RS18450,ybaE,comparable,25,35,10,25,10,0,15,0,0,0,partially_shared_variants
GCF_000005845.2,b0446,cof,GCF_003697165.2,EAS44_RS18445,cof,comparable,5,7,2,5,2,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b0447,decR,GCF_003697165.2,EAS44_RS18440,decR,comparable,2,7,0,7,0,0,2,0,0,0,reference_allele_difference
GCF_000005845.2,b0448,mdlA,GCF_003697165.2,EAS44_RS18435,mdlA,comparable,33,65,19,46,19,0,14,0,0,0,partially_shared_variants
GCF_000005845.2,b0449,mdlB,GCF_003697165.2,EAS44_RS18430,mdlB,comparable,19,50,12,38,12,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0450,glnK,GCF_003697165.2,EAS44_RS18425,glnK,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0451,amtB,GCF_003697165.2,EAS44_RS18420,amtB,comparable,26,45,18,27,18,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b0452,tesB,GCF_003697165.2,EAS44_RS18415,tesB,comparable,8,18,6,12,6,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b0453,ybaY,GCF_003697165.2,EAS44_RS18410,ybaY,comparable,10,13,5,8,5,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b0454,ybaZ,GCF_003697165.2,EAS44_RS18405,EAS44_RS18405,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0456,ybaA,GCF_003697165.2,EAS44_RS18395,ybaA,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0457,pdeB,GCF_003697165.2,EAS44_RS18390,pdeB,comparable,14,20,6,14,6,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b0458,ylaC,GCF_003697165.2,EAS44_RS18385,ylaC,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0459,maa,GCF_003697165.2,EAS44_RS18380,maa,comparable,0,14,0,14,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0460,hha,GCF_003697165.2,EAS44_RS18375,hha,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0461,tomB,GCF_003697165.2,EAS44_RS18370,tomB,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0462,acrB,GCF_003697165.2,EAS44_RS18365,acrB,comparable,0,70,0,70,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0463,acrA,GCF_003697165.2,EAS44_RS18360,acrA,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0465,mscK,GCF_003697165.2,EAS44_RS18350,mscK,comparable,2,116,2,114,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0466,ybaM,GCF_003697165.2,EAS44_RS18345,rsmS,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0467,priC,GCF_003697165.2,EAS44_RS18340,priC,comparable,0,31,0,31,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0468,ybaN,GCF_003697165.2,EAS44_RS18335,ybaN,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0469,apt,GCF_003697165.2,EAS44_RS18330,apt,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0470,dnaX,GCF_003697165.2,EAS44_RS18325,dnaX,comparable,0,33,0,33,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0471,ybaB,GCF_003697165.2,EAS44_RS18320,ybaB,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0472,recR,GCF_003697165.2,EAS44_RS18315,recR,comparable,5,9,1,8,1,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b0473,htpG,GCF_003697165.2,EAS44_RS18310,htpG,comparable,6,25,4,21,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b0474,adk,GCF_003697165.2,EAS44_RS18305,adk,comparable,10,12,3,9,3,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0475,hemH,GCF_003697165.2,EAS44_RS18300,hemH,comparable,12,22,5,17,5,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b0477,gsk,GCF_003697165.2,EAS44_RS18290,gsk,comparable,18,18,10,8,10,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b0478,ybaL,GCF_003697165.2,EAS44_RS18285,ybaL,comparable,0,46,0,46,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0479,fsr,GCF_003697165.2,EAS44_RS18280,fsr,comparable,2,29,2,27,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b0480,ushA,GCF_003697165.2,EAS44_RS18275,ushA,comparable,0,37,0,37,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0481,ybaK,GCF_003697165.2,EAS44_RS18260,ybaK,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0482,ybaP,GCF_003697165.2,EAS44_RS18255,ybaP,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0483,ybaQ,GCF_003697165.2,EAS44_RS18245,ybaQ,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0484,copA,GCF_003697165.2,EAS44_RS18240,copA,comparable,0,85,0,85,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0485,glsA,GCF_003697165.2,EAS44_RS18235,glsA,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b0486,ybaT,GCF_003697165.2,EAS44_RS18230,ybaT,comparable,17,25,0,25,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b0487,cueR,GCF_003697165.2,EAS44_RS18225,cueR,comparable,1,18,0,18,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0488,ybbJ,GCF_003697165.2,EAS44_RS18200,ybbJ,comparable,3,13,0,13,0,0,0,0,0,3,unresolved_liftover
GCF_000005845.2,b0489,qmcA,GCF_003697165.2,EAS44_RS18195,qmcA,comparable,12,33,0,33,0,0,0,0,0,12,unresolved_liftover
GCF_000005845.2,b0490,fetA,GCF_003697165.2,EAS44_RS18190,fetA,comparable,10,11,0,11,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b0491,fetB,GCF_003697165.2,EAS44_RS18185,fetB,comparable,1,13,0,13,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b0492,cnoX,GCF_003697165.2,EAS44_RS18180,cnoX,comparable,5,16,0,16,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b0493,ybbO,GCF_003697165.2,EAS44_RS18175,ybbO,comparable,9,16,0,16,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b0494,tesA,GCF_003697165.2,EAS44_RS18170,tesA,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
