block_id,direction,source_accession,target_accession,query_name,query_length,query_start,query_end,strand,target_name,target_length,target_start,target_end,matches,alignment_bases,identity,mapq,alignment_type,chain_score,secondary_score,qualifying,reciprocal
GCF_000005845.2_to_GCF_003697165.2:6,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,771268,914958,-,NZ_CP033092.2,4903501,3145615,3286522,136976,143892,0.95193617,60,P,103175,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:7,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2476472,2635442,-,NZ_CP033092.2,4903501,1389211,1522743,129489,159006,0.81436550,60,P,92866,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:8,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4297213,4426610,-,NZ_CP033092.2,4903501,4247952,4437851,123346,192581,0.64048894,60,P,90474,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:9,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,392972,508141,-,NZ_CP033092.2,4903501,3497926,3614215,112221,116695,0.96166074,60,P,90112,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:10,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3883729,4002376,-,NZ_CP033092.2,4903501,4782989,4903501,113980,122124,0.93331368,60,P,83800,5046,true,false
GCF_000005845.2_to_GCF_003697165.2:11,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2343529,2449147,-,NZ_CP033092.2,4903501,1581288,1682997,98297,105989,0.92742643,60,P,71440,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:12,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3655249,3744128,-,NZ_CP033092.2,4903501,135404,223257,84577,89860,0.94120855,60,P,64070,5029,true,false
GCF_000005845.2_to_GCF_003697165.2:13,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2788937,2877629,-,NZ_CP033092.2,4903501,1121116,1216684,85737,95896,0.89406232,60,P,60953,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:14,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3183814,3281076,-,NZ_CP033092.2,4903501,601140,686572,82951,97296,0.85256331,60,P,60965,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:15,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2673262,2755943,-,NZ_CP033092.2,4903501,1260450,1345465,80032,85547,0.93553251,60,P,62687,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:16,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,157310,237989,-,NZ_CP033092.2,4903501,3767737,3847348,77461,80955,0.95684022,60,P,62942,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:17,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2259745,2341918,-,NZ_CP033092.2,4903501,1684614,1763053,76556,82191,0.93144018,60,P,60060,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:18,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4132465,4202044,-,NZ_CP033092.2,4903501,4559139,4632811,66257,75281,0.88012912,60,P,49978,5046,true,true
GCF_000005845.2_to_GCF_003697165.2:19,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4427692,4496490,-,NZ_CP033092.2,4903501,4175831,4237822,60331,69095,0.87316014,60,P,48908,5046,true,true
GCF_000005845.2_to_GCF_003697165.2:20,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,59686,121627,-,NZ_CP033092.2,4903501,3886753,3949178,59030,63782,0.92549622,60,P,44907,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:21,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4507135,4561481,-,NZ_CP033092.2,4903501,4092461,4173814,53443,81650,0.65453766,60,P,50610,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:22,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4003211,4060226,-,NZ_CP033092.2,4903501,4703410,4781377,55059,78605,0.70045163,60,P,42721,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:23,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1295370,1351162,-,NZ_CP033092.2,4903501,2647419,2749074,53294,102878,0.51803107,60,P,41993,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:24,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,317438,390349,-,NZ_CP033092.2,4903501,3615658,3684025,55162,84055,0.65626078,60,P,36306,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:25,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3564128,3618987,-,NZ_CP033092.2,4903501,259809,318995,52265,60112,0.86946034,60,P,36236,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:26,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3131343,3183324,-,NZ_CP033092.2,4903501,692403,762972,49463,71738,0.68949511,60,P,37626,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:27,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4202525,4260047,-,NZ_CP033092.2,4903501,4500461,4558679,49507,64733,0.76478767,60,P,35184,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:28,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3079642,3130145,-,NZ_CP033092.2,4903501,771362,904530,48418,133346,0.36310051,60,P,34215,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:29,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1533285,1590309,-,NZ_CP033092.2,4903501,2466299,2517516,46057,60671,0.75912710,60,P,32201,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:30,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4587908,4628683,-,NZ_CP033092.2,4903501,4023676,4064843,40504,41167,0.98389487,60,P,40831,5046,true,true
GCF_000005845.2_to_GCF_003697165.2:31,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,587109,636600,-,NZ_CP033092.2,4903501,3400955,3448729,46114,49504,0.93152069,60,P,30180,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:32,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1473620,1526853,-,NZ_CP033092.2,4903501,2523233,2568762,44038,53271,0.82667868,60,P,29848,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:33,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4093127,4132266,-,NZ_CP033092.2,4903501,4640451,4679328,37874,39187,0.96649399,60,P,28171,5046,true,true
GCF_000005845.2_to_GCF_003697165.2:34,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,17358,58177,-,NZ_CP033092.2,4903501,3949329,3990719,38351,42529,0.90176115,60,P,26833,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:35,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1351837,1400336,-,NZ_CP033092.2,4903501,2600453,2639515,37224,49176,0.75695461,60,P,25137,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:36,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,643499,687842,-,NZ_CP033092.2,4903501,3359656,3395468,35072,44352,0.79076479,60,P,28924,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:37,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,508836,551333,-,NZ_CP033092.2,4903501,3459442,3497156,34099,45067,0.75662902,60,P,23384,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:38,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3746066,3796877,-,NZ_CP033092.2,4903501,87927,132536,35571,58362,0.60948905,60,P,22798,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:39,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2635891,2667931,-,NZ_CP033092.2,4903501,1345666,1377074,30649,32050,0.95628705,60,P,24028,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:40,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3838222,3875473,-,NZ_CP033092.2,4903501,8254,41056,31567,37267,0.84704967,60,P,20522,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:41,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1256718,1286906,-,NZ_CP033092.2,4903501,2757160,2787477,28380,31511,0.90063787,60,P,22912,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:42,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1212509,1245048,-,NZ_CP033092.2,4903501,2801930,2831779,28915,32689,0.88454832,60,P,21401,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:43,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,689345,720563,-,NZ_CP033092.2,4903501,3319059,3357288,28288,40310,0.70176135,60,P,21382,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:44,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2167889,2198056,-,NZ_CP033092.2,4903501,1824032,1853039,27918,30351,0.91983790,60,P,19145,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:45,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2198516,2229067,-,NZ_CP033092.2,4903501,1792588,1823578,29260,31034,0.94283689,60,P,18322,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:46,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,721060,765148,-,NZ_CP033092.2,4903501,3288914,3318471,28461,44165,0.64442432,60,P,19323,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:47,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,121910,149678,-,NZ_CP033092.2,4903501,3855006,3882564,26526,27956,0.94884819,60,P,19699,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:48,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2076301,2101285,-,NZ_CP033092.2,4903501,1957883,1982855,24385,24985,0.97598559,60,P,18870,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:49,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2229447,2251939,-,NZ_CP033092.2,4903501,1769699,1792190,21972,22494,0.97679381,60,P,17685,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:50,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2139759,2165527,-,NZ_CP033092.2,4903501,1895775,1920582,23773,25770,0.92250679,60,P,14433,5029,true,false
GCF_000005845.2_to_GCF_003697165.2:51,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2012562,2034143,-,NZ_CP033092.2,4903501,2066968,2088554,21132,21593,0.97865049,60,P,16716,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:52,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2118679,2139486,-,NZ_CP033092.2,4903501,1921327,1942241,20232,20932,0.96655838,60,P,14574,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:53,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3818005,3836462,-,NZ_CP033092.2,4903501,42875,68762,17741,26024,0.68171688,60,P,12438,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:54,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2049326,2068553,-,NZ_CP033092.2,4903501,2008188,2025469,16801,19233,0.87355067,60,P,13120,5029,true,false
GCF_000005845.2_to_GCF_003697165.2:55,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,0,17126,-,NZ_CP033092.2,4903501,3994875,4010704,15346,17303,0.88689823,60,P,12655,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:56,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2887310,2905507,-,NZ_CP033092.2,4903501,1103556,1120853,16566,18199,0.91026980,60,P,10321,5029,true,true
GCF_000005845.2_to_GCF_003697165.2:57,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3635101,3655214,-,NZ_CP033092.2,4903501,232311,247981,14990,20126,0.74480771,60,P,9811,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:58,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4283232,4297134,-,NZ_CP033092.2,4903501,4443392,4456892,13019,14000,0.92992857,60,P,8880,5046,true,false
GCF_000005845.2_to_GCF_003697165.2:59,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4628830,4641645,-,NZ_CP033092.2,4903501,4010711,4023463,12479,12815,0.97378073,60,P,9548,5046,true,true
GCF_000005845.2_to_GCF_003697165.2:60,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4269306,4281629,-,NZ_CP033092.2,4903501,4459026,4471347,11961,12324,0.97054528,60,P,7780,5046,true,true
GCF_000005845.2_to_GCF_003697165.2:61,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1435112,1466698,-,NZ_CP033092.2,4903501,2575228,2588152,12313,31741,0.38792099,60,P,8887,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:62,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1607261,1620209,-,NZ_CP033092.2,4903501,2450279,2462712,11589,13447,0.86182792,60,P,8052,5029,true,false
GCF_000005845.2_to_GCF_003697165.2:63,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,303070,313794,-,NZ_CP033092.2,4903501,3697041,3707757,10360,10728,0.96569724,60,P,7606,5029,true,false
GCF_000005845.2_to_GCF_003697165.2:64,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3807955,3817788,-,NZ_CP033092.2,4903501,68979,78821,9560,9851,0.97045985,60,P,7791,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:65,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2456333,2467638,-,NZ_CP033092.2,4903501,1564222,1573979,9431,11305,0.83423264,60,P,6343,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:66,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,253686,262939,-,NZ_CP033092.2,4903501,3715661,3724210,8243,9325,0.88396783,60,P,6171,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:67,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3876101,3883729,-,NZ_CP033092.2,4903501,0,7628,7476,7628,0.98007341,60,P,6005,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:68,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4563741,4571920,-,NZ_CP033092.2,4903501,4073834,4082024,7916,8203,0.96501280,60,P,5397,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:69,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1287064,1294416,-,NZ_CP033092.2,4903501,2750185,2757357,7053,7352,0.95933079,60,P,6056,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:70,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1245736,1252959,-,NZ_CP033092.2,4903501,2787904,2795126,7078,7223,0.97992524,60,P,5572,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:71,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4080235,4088038,-,NZ_CP033092.2,4903501,4681187,4688510,7142,7803,0.91528899,60,P,5166,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:72,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2003160,2010505,-,NZ_CP033092.2,4903501,2092690,2100035,7123,7345,0.96977536,60,P,4858,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:73,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2110276,2118405,-,NZ_CP033092.2,4903501,1942401,1950530,7665,8129,0.94292041,60,P,3557,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:74,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,239362,245945,-,NZ_CP033092.2,4903501,3732252,3738833,6420,6583,0.97523925,60,P,4692,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:75,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2035228,2042025,-,NZ_CP033092.2,4903501,2059160,2065960,6575,6801,0.96676959,60,P,4616,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:76,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1405976,1412218,-,NZ_CP033092.2,4903501,2590136,2596378,6125,6242,0.98125601,60,P,4915,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:77,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,553224,582877,-,NZ_CP033092.2,4903501,3450531,3457175,6385,29655,0.21530939,60,P,4609,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:78,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,246783,253685,-,NZ_CP033092.2,4903501,3725238,3732009,6404,6903,0.92771259,60,P,3258,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:79,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3625591,3630820,-,NZ_CP033092.2,4903501,248757,253987,5053,5230,0.96615679,60,P,3181,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:80,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,637289,641869,-,NZ_CP033092.2,4903501,3395764,3400266,4317,4584,0.94175393,60,P,3188,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:81,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2252547,2258693,-,NZ_CP033092.2,4903501,1764138,1769091,4556,6149,0.74093349,60,P,1568,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:82,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3076015,3079383,-,NZ_CP033092.2,4903501,905981,909348,3225,3368,0.95754157,60,P,1855,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:83,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4075495,4078438,-,NZ_CP033092.2,4903501,4691716,4694659,2837,2943,0.96398233,60,P,1763,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:84,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4264312,4266862,-,NZ_CP033092.2,4903501,4487941,4490491,2487,2550,0.97529412,60,P,1884,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:85,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4261764,4264231,-,NZ_CP033092.2,4903501,4497830,4500296,2394,2467,0.97040940,60,P,1605,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:86,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,1590749,1592592,-,NZ_CP033092.2,4903501,2462784,2464630,1773,1846,0.96045504,60,P,893,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:87,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,2043037,2044609,-,NZ_CP033092.2,4903501,2057349,2058921,1549,1572,0.98536896,60,P,1396,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:88,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,551525,553187,-,NZ_CP033092.2,4903501,3457630,3459292,1616,1662,0.97232250,60,P,1154,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:89,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4267035,4268305,-,NZ_CP033092.2,4903501,4485094,4486364,1236,1270,0.97322835,60,P,863,5046,false,false
GCF_000005845.2_to_GCF_003697165.2:90,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,3074225,3075367,-,NZ_CP033092.2,4903501,909346,910488,1093,1142,0.95709282,60,P,593,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:91,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,316531,317400,-,NZ_CP033092.2,4903501,3684750,3685618,842,869,0.96892980,60,P,580,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:92,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,152681,156893,-,NZ_CP033092.2,4903501,3847757,3851977,3447,4229,0.81508631,60,P,153,5029,false,false
GCF_000005845.2_to_GCF_003697165.2:93,GCF_000005845.2_to_GCF_003697165.2,GCF_000005845.2,GCF_003697165.2,NC_000913.3,4641652,4079187,4079630,-,NZ_CP033092.2,4903501,4688539,4688984,412,445,0.92584270,60,P,176,5046,false,false
GCF_036503815.1_to_GCF_000005845.2:1,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,2299929,2481227,-,NC_000913.3,4641652,1651548,1833235,176125,181740,0.96910421,60,P,135629,5120,true,true
GCF_036503815.1_to_GCF_000005845.2:2,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,3070978,3256779,-,NC_000913.3,4641652,859231,1053801,177044,197261,0.89751142,60,P,128180,5120,true,true
GCF_036503815.1_to_GCF_000005845.2:3,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,4798610,4958496,-,NC_000913.3,4641652,3911837,4060277,143160,160424,0.89238518,60,P,105033,5076,true,true
GCF_036503815.1_to_GCF_000005845.2:4,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,441751,589700,-,NC_000913.3,4641652,3367777,3512497,135399,153469,0.88225635,60,P,110920,5120,true,true
GCF_036503815.1_to_GCF_000005845.2:5,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,1399956,1550900,-,NC_000913.3,4641652,2479028,2635415,141258,160377,0.88078715,60,P,92215,5120,true,true
GCF_036503815.1_to_GCF_000005845.2:6,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,2922281,3058304,-,NC_000913.3,4641652,1056188,1196442,131380,140376,0.93591497,60,P,95929,5120,true,true
GCF_036503815.1_to_GCF_000005845.2:7,GCF_036503815.1_to_GCF_000005845.2,GCF_036503815.1,GCF_000005845.2,NZ_AP027764.1,4992219,3581080,3749723,-,NC_000913.3,4641652,385193,522833,130803,170737,0.76610811,60,P,91020,5120,false,false
